produto;fornecedor;produto_nome;categoria;sub_categoria
P+FY_1K>+G6%Q!P*O78G4$;Fornecedor 63;Produto 248;Categoria 7;Subcategoria C7.3
"P+65///PE;#%Q=)""(8IHM$";Fornecedor 64;Produto 249;Categoria 7;Subcategoria C7.3
PM*8!+18U4FE\$$?%A2*,);Fornecedor 63;Produto 250;Categoria 7;Subcategoria C7.3
PMZS0(UI/)3E\@=6>AC+E);Fornecedor 63;Produto 251;Categoria 7;Subcategoria C7.3
PM*'__@>>4PE\4>!B?.E>,;Fornecedor 63;Produto 252;Categoria 7;Subcategoria C7.3
P/_)Q[B&N-3%(<D9FK_P./;Fornecedor 63;Produto 253;Categoria 7;Subcategoria C7.3
"PQ#@1O0C,23E37K<NU;VN)";Fornecedor 63;Produto 254;Categoria 7;Subcategoria C7.3
PQC7PI8&!I#E3/>+@V]8J%;Fornecedor 63;Produto 255;Categoria 7;Subcategoria C7.3
"D1\<[KQ0TTQ`Q;BJ'_1P?#";Fornecedor 69;Produto 256;Categoria 1;Subcategoria C1.1
"FT;W3FM*KE>;KG\ZXR^F<*";Fornecedor 70;Produto 257;Categoria 5;Subcategoria C5.1
"GT0A1:W;=ECDX""NTX(*4W+";Fornecedor 71;Produto 258;Categoria 2;Subcategoria C2.2
G2<OAIEMDLV$MC`H)_^/P!;Fornecedor 71;Produto 259;Categoria 2;Subcategoria C2.2
"C6XW+Z)RBPY%BV;-PU_4G)";Fornecedor 53;Produto 260;Categoria 5;Subcategoria C5.1
"D)J$Z=Z=ZBQ`?(^VGG""F\.";Fornecedor 72;Produto 261;Categoria 1;Subcategoria C1.1
"CE$RXL;E(%=,<A[G!""BL*-";Fornecedor 69;Produto 262;Categoria 1;Subcategoria C1.1
"FU6E'""PJ''V&)8N]SN[Z1.";Fornecedor 60;Produto 263;Categoria 5;Subcategoria C5.1
FU.3O`AS4AL&)J!BG.3J@0;Fornecedor 60;Produto 264;Categoria 5;Subcategoria C5.1
"F;LH^27^^Y)FFD@R$O+V8.";Fornecedor 73;Produto 265;Categoria 5;Subcategoria C5.1
ITC`^2_26))O58Q=Y%H8%!;Fornecedor 73;Produto 266;Categoria 5;Subcategoria C5.1
DG%FXD4D0'+@45$%N<$^@(;Fornecedor 74;Produto 267;Categoria 1;Subcategoria C1.1
"FY';_DA^K,P&R7:D^Y)>T$";Fornecedor 75;Produto 268;Categoria 5;Subcategoria C5.1
"F_T%2#DC'A2FS""(O`I:0])";Fornecedor 73;Produto 269;Categoria 5;Subcategoria C5.1
F=`3B22U.HE&_9HIAT'W_/;Fornecedor 73;Produto 270;Categoria 5;Subcategoria C5.1
"F=(FZ3@L!.O&_'5%N4PGG""";Fornecedor 73;Produto 271;Categoria 5;Subcategoria C5.1
"G""3XO+O]]W=*;KFT-,L8T/";Fornecedor 76;Produto 272;Categoria 1;Subcategoria C1.1
"FH0&`H&3#HD;4=B.>=38^-";Fornecedor 75;Produto 273;Categoria 5;Subcategoria C5.1
"FHX@YO,G!E4;4#""9<^=KA,";Fornecedor 58;Produto 274;Categoria 5;Subcategoria C5.1
F&,P?U8VDCD[?8I1FGO]G#;Fornecedor 75;Produto 275;Categoria 5;Subcategoria C5.1
"FLYI?*JOT9^;]NA9<(Y*Y!";Fornecedor 77;Produto 276;Categoria 5;Subcategoria C5.1
"FL)?28V7Q3>;]Z@N8*.Q_.";Fornecedor 78;Produto 277;Categoria 5;Subcategoria C5.1
"F*E`0?0>'XW[(^T""O3(TM(";Fornecedor 60;Produto 278;Categoria 5;Subcategoria C5.1
LK).(D\S`$=Q'XKF\*?J)/;Fornecedor 73;Produto 279;Categoria 5;Subcategoria C5.1
LO:,A,FDPSFQP3Q$@6^.%&;Fornecedor 73;Produto 280;Categoria 5;Subcategoria C5.1
"I2_A]999LMB/A+K/S0F@J""";Fornecedor 75;Produto 281;Categoria 5;Subcategoria C5.1
I2/&N<U'2YU/AW>IH/S\5&;Fornecedor 60;Produto 282;Categoria 5;Subcategoria C5.1
"IC93VKK@M2(.""%\5YHR/E/";Fornecedor 68;Produto 283;Categoria 3;Subcategoria C3.3
"O)@X+_]NUL'-K""4V(:W.M0";Fornecedor 68;Produto 284;Categoria 3;Subcategoria C3.3
"OO]-;1SY?7.M(]R&FZO:E.";Fornecedor 68;Produto 285;Categoria 3;Subcategoria C3.3
"OC*D2CFAGY]MI[,TMI5;++";Fornecedor 68;Produto 286;Categoria 3;Subcategoria C3.3
"H.7V)5!%RP>#7GC``(0N:""";Fornecedor 79;Produto 287;Categoria 3;Subcategoria C3.3
"HP[4+.G^;,%C+TI.'^1&_+";Fornecedor 79;Produto 288;Categoria 3;Subcategoria C3.3
"HPS""S,9'IF[C+B6J3>Z6P)";Fornecedor 79;Produto 289;Categoria 3;Subcategoria C3.3
"HPC>""*]8#;HC+VB0>?M:[*";Fornecedor 79;Produto 290;Categoria 3;Subcategoria C3.3
E9_1O:F/U*RY@A0&4#-S*#;Fornecedor 79;Produto 291;Categoria 3;Subcategoria C3.3
"M3^*&X(BB;O?IDI.0LZKI*";Fornecedor 80;Produto 292;Categoria 1;Subcategoria C1.1
"E[K"")5:`1,B95`IX-8FZ].";Fornecedor 79;Produto 293;Categoria 3;Subcategoria C3.3
"E9O^`BZ:FMKY@%W.[""\1H'";Fornecedor 79;Produto 294;Categoria 3;Subcategoria C3.3
"HD0L86XC_EQCL$7@""-/6]%";Fornecedor 79;Produto 295;Categoria 3;Subcategoria C3.3
HD`'H3<U9:>CLH]HI,^4D%;Fornecedor 79;Produto 296;Categoria 3;Subcategoria C3.3
"H""<ZHEFU&M$#XK1]_5X72/";Fornecedor 79;Produto 297;Categoria 3;Subcategoria C3.3
"I(RT7_Z`!.VO*3""Q_A:NN$";Fornecedor 77;Produto 298;Categoria 5;Subcategoria C5.1
"I(BAI'/,S""9O*G.7*C-RY%";Fornecedor 77;Produto 299;Categoria 5;Subcategoria C5.1
I2O],7]J&B//AO18:05_'';Fornecedor 75;Produto 300;Categoria 5;Subcategoria C5.1
"I,37AJ`?7(3OSFZ]4N;UE'";Fornecedor 77;Produto 301;Categoria 5;Subcategoria C5.1
"NJ2G<;'_(T?67`""E.?VE;*";Fornecedor 81;Produto 302;Categoria 3;Subcategoria C3.3
"I04"",;^;XK_OX+=2<,@*2-";Fornecedor 77;Produto 303;Categoria 5;Subcategoria C5.1
PD9L#O>!4V&/3A2&[]WL>,;Fornecedor 77;Produto 304;Categoria 5;Subcategoria C5.1
PD1:KM0*A0]/3/_A'>@]/*;Fornecedor 77;Produto 305;Categoria 5;Subcategoria C5.1
MURKS=J6$4F_=]NQ2C1J4!;Fornecedor 80;Produto 306;Categoria 1;Subcategoria C1.1
"A%/`Q?`<2NP<K1&]9D""L/&";Fornecedor 2;Produto 307;Categoria 7;Subcategoria C7.1
"AG;7H),W,JM\V&YPJ0<HG+";Fornecedor 2;Produto 308;Categoria 7;Subcategoria C7.1
NEX2\<Z#_T3'@\W)3WN3'(;Fornecedor 44;Produto 309;Categoria 7;Subcategoria C7.1
NE`D4>([Q:='@&^<X7HE1&;Fornecedor 22;Produto 310;Categoria 7;Subcategoria C7.1
"NE@MUC`7]Q#'@>E0C5""^Q(";Fornecedor 82;Produto 311;Categoria 7;Subcategoria C7.1
PH2BT4TDWYY'=3OJ>L(5>,;Fornecedor 83;Produto 312;Categoria 5;Subcategoria C5.1
PLC@-]=5GH#'&+.`:XX:\.;Fornecedor 83;Produto 313;Categoria 5;Subcategoria C5.1
PLKRE^K,:.-'&!(MU7_H[+;Fornecedor 83;Produto 314;Categoria 5;Subcategoria C5.1
F#]:N!O(3%IWKR34\HZ#^(;Fornecedor 4;Produto 315;Categoria 1;Subcategoria C1.1
P.P(&R9IX2-GZ%!JM-C#2&;Fornecedor 83;Produto 316;Categoria 5;Subcategoria C5.1
PP<H=A=@^EP'+*1*DUR<%&;Fornecedor 83;Produto 317;Categoria 5;Subcategoria C5.1
PPDZUBK7Q+Z'+`*W^4YJ$#;Fornecedor 83;Produto 318;Categoria 5;Subcategoria C5.1
"P2I0669T/0ZG_$$TV*=%;-";Fornecedor 83;Produto 319;Categoria 5;Subcategoria C5.1
"P62%X""M*8P@GH6#_TU""X5!";Fornecedor 83;Produto 320;Categoria 5;Subcategoria C5.1
D2M`^[L?+GDFKA>@5F.Q!,;Fornecedor 84;Produto 321;Categoria 7;Subcategoria C7.1
D2]DO^(.QRWFK]W7NF?R:,;Fornecedor 84;Produto 322;Categoria 7;Subcategoria C7.1
CQ2=26F[V-'8M'NQ.UZA*,;Fornecedor 5;Produto 323;Categoria 1;Subcategoria C1.1
CCK_$CF/CJTXKV@<.D?\G#;Fornecedor 4;Produto 324;Categoria 1;Subcategoria C1.1
M1NFCP-5`70=6MR8B^D?X!;Fornecedor 83;Produto 325;Categoria 5;Subcategoria C5.1
MSRK!9+X'N#]*B1S]U,?\(;Fornecedor 83;Produto 326;Categoria 5;Subcategoria C5.1
"G""+55_P,TC'*;QZ#%JN!&0";Fornecedor 85;Produto 327;Categoria 1;Subcategoria C1.1
"D-C,*""ZH1@>`:)[L>J(DS'";Fornecedor 86;Produto 328;Categoria 1;Subcategoria C1.1
M57*#2QQQ)J=_N7!$K.77';Fornecedor 83;Produto 329;Categoria 5;Subcategoria C5.1
"M?9^%BK4""VY?DQE9#Q50G0";Fornecedor 5;Produto 330;Categoria 1;Subcategoria C1.1
"PR;5F0>'A""FGS`@,9R):"")";Fornecedor 83;Produto 331;Categoria 5;Subcategoria C5.1
DO/]C\M9NSW@F.(#,5>[=0;Fornecedor 7;Produto 332;Categoria 1;Subcategoria C1.1
KPXDJF)T:`#0$9&D:*F<.,;Fornecedor 87;Produto 333;Categoria 7;Subcategoria C7.1
J>9AB!-JW@<>UD`$2Y#JI+;Fornecedor 5;Produto 334;Categoria 1;Subcategoria C1.1
"DK&BE@"":(9$@KA7S?3+A[#";Fornecedor 86;Produto 335;Categoria 1;Subcategoria C1.1
"D%Y.""[(*6+.`(`<,DSRK:!";Fornecedor 86;Produto 336;Categoria 1;Subcategoria C1.1
BMWPTXZ<^$6W-E#JO<T[2$;Fornecedor 5;Produto 337;Categoria 1;Subcategoria C1.1
"NQS??7%-!GZ';1!F4[GU2-";Fornecedor 88;Produto 338;Categoria 7;Subcategoria C7.1
BI&JZ*9/#_EWV(69AGQ]E%;Fornecedor 5;Produto 339;Categoria 1;Subcategoria C1.1
"EWP;;O=S/HHS7F>HS(<V>.";Fornecedor 89;Produto 340;Categoria 8;Subcategoria C8.3
"BI6.K-U]H*YWVDO0ZG""_^%";Fornecedor 5;Produto 341;Categoria 1;Subcategoria C1.1
F11JOJF<JV:@:S&59[TX0+;Fornecedor 4;Produto 342;Categoria 1;Subcategoria C1.1
FK3[\')[=&A`.DSK&PE/<$;Fornecedor 4;Produto 343;Categoria 1;Subcategoria C1.1
FKC?M*EI#2T`.`,C?PV0U$;Fornecedor 4;Produto 344;Categoria 1;Subcategoria C1.1
"N'M$L-,RW;7G]N))B8)""[!";Fornecedor 17;Produto 345;Categoria 7;Subcategoria C7.1
N#\.TJ:>36=G4+W9P-,@Q+;Fornecedor 22;Produto 346;Categoria 7;Subcategoria C7.1
"NIQK.,J(M@-')ZJN&AA""W*";Fornecedor 22;Produto 347;Categoria 7;Subcategoria C7.1
N#LJ#H^OMX@G4O=B7-[^.0;Fornecedor 22;Produto 348;Categoria 7;Subcategoria C7.1
"F1\=""NH@HK+7M=!?^8+V&.";Fornecedor 90;Produto 349;Categoria 1;Subcategoria C1.1
"MA]\792`@!<_0?'U6H""0P%";Fornecedor 91;Produto 350;Categoria 1;Subcategoria C1.1
"MAM8G6V1[U(_0S3;AIUS$""";Fornecedor 91;Produto 351;Categoria 1;Subcategoria C1.1
K66KHXUNH%%ITGH8F-'H4/;Fornecedor 4;Produto 352;Categoria 1;Subcategoria C1.1
"KXJ4WC/`5G+)I85O3""X^?(";Fornecedor 4;Produto 353;Categoria 1;Subcategoria C1.1
"KX2OPJ544D[)I^TY1C""2#'";Fornecedor 4;Produto 354;Categoria 1;Subcategoria C1.1
"F[""HSLQ!;VXW]?8]=?_Z].";Fornecedor 92;Produto 355;Categoria 1;Subcategoria C1.1
"E/,W91$U<""M3(.ZMN4-B)&";Fornecedor 5;Produto 356;Categoria 1;Subcategoria C1.1
E/4)R22L/HV3(\F)[TURZ#;Fornecedor 5;Produto 357;Categoria 1;Subcategoria C1.1
C+\B6Q5HE]@*P\?$KUKJJ-;Fornecedor 91;Produto 358;Categoria 1;Subcategoria C1.1
C+L^ENYY_Q-*P0LJUV>NU.;Fornecedor 91;Produto 359;Categoria 1;Subcategoria C1.1
"E/<;*4@C"".`3(J3E'5>CB&";Fornecedor 5;Produto 360;Categoria 1;Subcategoria C1.1
"E/TO.""J5MB#3(T9XLU7UL$";Fornecedor 5;Produto 361;Categoria 1;Subcategoria C1.1
JJ-8]GV/_LWSDT%PF>[[,/;Fornecedor 5;Produto 362;Categoria 1;Subcategoria C1.1
"LZ(>*`57'9=L]/E5^D%FM""";Fornecedor 4;Produto 363;Categoria 1;Subcategoria C1.1
GFYCT5AH>\%`T3FA1JF&4$;Fornecedor 4;Produto 364;Categoria 1;Subcategoria C1.1
O5>@52>TY`V6M]:?3=5\##;Fornecedor 5;Produto 365;Categoria 1;Subcategoria C1.1
O_<8N/9>YE:V]1%BF#A03!;Fornecedor 5;Produto 366;Categoria 1;Subcategoria C1.1
"OAYD7'Q@P;W6R@$R#:^\S)";Fornecedor 5;Produto 367;Categoria 1;Subcategoria C1.1
FH.DEBHCA`A^#C0-DP>B\+;Fornecedor 32;Produto 368;Categoria 2;Subcategoria C2.2
"F2MD?E;JL\K>]<&!`""#M1/";Fornecedor 23;Produto 369;Categoria 2;Subcategoria C2.2
"FTQ+""DY`AOX^(HGFD+;M-(";Fornecedor 23;Produto 370;Categoria 2;Subcategoria C2.2
I[I5ZU3M)VD5FNY%1I6Y*%;Fornecedor 23;Produto 371;Categoria 2;Subcategoria C2.2
IR\&D&B]G]/I?<\:)%ZSS0;Fornecedor 23;Produto 372;Categoria 2;Subcategoria C2.2
IRTC)ZC,>70I?Z.4YFF))0;Fornecedor 23;Produto 373;Categoria 2;Subcategoria C2.2
"PYE3@)SM0W;]:YW3))AS,,";Fornecedor 27;Produto 374;Categoria 2;Subcategoria C2.2
P38B!Z91,8H=X7]L-I(^K);Fornecedor 27;Produto 375;Categoria 2;Subcategoria C2.2
"P?[X;PZTU8R=],ZCQ%)NJ""";Fornecedor 23;Produto 376;Categoria 2;Subcategoria C2.2
PMDB9$YS2=#33-<0@BKK[);Fornecedor 26;Produto 377;Categoria 2;Subcategoria C2.2
"C/5S';-0(2T*9BKUSA$AP""";Fornecedor 5;Produto 378;Categoria 1;Subcategoria C1.1
"C/]\^6CJO@7*9(+`Q""/T3!";Fornecedor 5;Produto 379;Categoria 1;Subcategoria C1.1
"P'7@XIO=W]9S'25-88/F;/";Fornecedor 93;Produto 380;Categoria 2;Subcategoria C2.2
PMD17Y(Z[<-33]!N#DO0I&;Fornecedor 93;Produto 381;Categoria 2;Subcategoria C2.2
"PUL<2PC<0H[]#WJX\R3""S#";Fornecedor 94;Produto 382;Categoria 2;Subcategoria C2.2
P!`.\CH14=R]((!GY/E34(;Fornecedor 26;Produto 383;Categoria 2;Subcategoria C2.2
M\E.PS5FX+J)&UA8*(?D_.;Fornecedor 93;Produto 384;Categoria 2;Subcategoria C2.2
M\=\7R'O%F@)&C.T6H'5G!;Fornecedor 93;Produto 385;Categoria 2;Subcategoria C2.2
CC\&T^3I/#P=W_*7M0?\Q/;Fornecedor 95;Produto 386;Categoria 2;Subcategoria C2.2
C)HT#SF/68+4FJL]^MQ`@*;Fornecedor 32;Produto 387;Categoria 2;Subcategoria C2.2
"C)X8TU""^[C>4F.3&FM@_'*";Fornecedor 32;Produto 388;Categoria 2;Subcategoria C2.2
"I=F(`<#9>F.UQ'3"")5?T)*";Fornecedor 26;Produto 389;Categoria 2;Subcategoria C2.2
IW0%),<%GA15/4%W95OO0*;Fornecedor 26;Produto 390;Categoria 2;Subcategoria C2.2
"IW87A-J\9';5/F8;-U&_H'";Fornecedor 26;Produto 391;Categoria 2;Subcategoria C2.2
IW@IY.XS,MD5/XK_`4>NW);Fornecedor 26;Produto 392;Categoria 2;Subcategoria C2.2
CCTC9R5X%=P=W==0=R+R0*;Fornecedor 95;Produto 393;Categoria 2;Subcategoria C2.2
M6`5&5BJ$[CIZ#AHG>\0@';Fornecedor 96;Produto 394;Categoria 2;Subcategoria C2.2
"MXL&@/6;A.])OBZ:AS583#";Fornecedor 96;Produto 395;Categoria 2;Subcategoria C2.2
I95*GT9HNW$U:_Q7%A/ZG,;Fornecedor 23;Produto 396;Categoria 2;Subcategoria C2.2
I#,!J[V42EK54_[:81VM.0;Fornecedor 26;Produto 397;Categoria 2;Subcategoria C2.2
"IE8IBPRHC/UU?,6""4[I""'(";Fornecedor 26;Produto 398;Categoria 2;Subcategoria C2.2
"IEH-3S.7);(U?P\*[Z8!N'";Fornecedor 97;Produto 399;Categoria 2;Subcategoria C2.2
CGC>C_XRW3+T:OEZVC5[`/;Fornecedor 23;Produto 400;Categoria 2;Subcategoria C2.2
IA'K)()XS@KU($U70':(E*;Fornecedor 94;Produto 401;Categoria 2;Subcategoria C2.2
"I+^A,/FD7.25""D*6JZ(F=,";Fornecedor 26;Produto 402;Categoria 2;Subcategoria C2.2
C-+2[SZ'>SP]'\-F5Y0X@+;Fornecedor 93;Produto 403;Categoria 2;Subcategoria C2.2
"I+&TD0T;*T;5""V=Z=:@UU)";Fornecedor 26;Produto 404;Categoria 2;Subcategoria C2.2
"I+V/T-8MDH(5""B1439M1A-";Fornecedor 26;Produto 405;Categoria 2;Subcategoria C2.2
"I+^0*$VJ`?%5""4PS-\,++)";Fornecedor 26;Produto 406;Categoria 2;Subcategoria C2.2
"MJE@Q6>2""4$IU.DQ#""\@A.";Fornecedor 96;Produto 407;Categoria 2;Subcategoria C2.2
"M,*_R/$,LOJ)J;J_)W]8\,";Fornecedor 27;Produto 408;Categoria 2;Subcategoria C2.2
"M,""<8#&;B)K)JY\XY8J.;'";Fornecedor 27;Produto 409;Categoria 2;Subcategoria C2.2
P3ZV2@0!A0-S,'2$\T/6:(;Fornecedor 27;Produto 410;Categoria 2;Subcategoria C2.2
F^_'<B1+\/K>*-!BO=IV$-;Fornecedor 26;Produto 411;Categoria 2;Subcategoria C2.2
F@\<F?AJ^<N^5&/C@&J'R#;Fornecedor 26;Produto 412;Categoria 2;Subcategoria C2.2
F@<4%:I-S%(^5.<TN%(EV';Fornecedor 23;Produto 413;Categoria 2;Subcategoria C2.2
IMR3\_W20'_U-+%SG#RGR%;Fornecedor 93;Produto 414;Categoria 2;Subcategoria C2.2
"IMZE4!&*#M(U-=87;C)W*#";Fornecedor 26;Produto 415;Categoria 2;Subcategoria C2.2
"CSFL<PAY5]NT?LO""I_S($-";Fornecedor 93;Produto 416;Categoria 2;Subcategoria C2.2
CS&D[JI<*F(T?4(/^!:0M%;Fornecedor 93;Produto 417;Categoria 2;Subcategoria C2.2
CKVHL(AVPC3=EVLVR9)$9);Fornecedor 95;Produto 418;Categoria 2;Subcategoria C2.2
C%!=4R!&N'P]9Q?@%OSLN0;Fornecedor 95;Produto 419;Categoria 2;Subcategoria C2.2
"PQCP1)(C3?[]L`<RL>;7I#";Fornecedor 26;Produto 420;Categoria 2;Subcategoria C2.2
"PU^,S3^=_4-3!,+!TJSPP""";Fornecedor 26;Produto 421;Categoria 2;Subcategoria C2.2
PU>$2.&!TK]3!$^OEK5SB#;Fornecedor 97;Produto 422;Categoria 2;Subcategoria C2.2
CG]@<DAK9FF=.D%Y)%`7V(;Fornecedor 97;Produto 423;Categoria 2;Subcategoria C2.2
CG-%-G]9_QY=.(L!Q$OV3-;Fornecedor 97;Produto 424;Categoria 2;Subcategoria C2.2
CG=8[>I..]6=.<XG[%B:H);Fornecedor 97;Produto 425;Categoria 2;Subcategoria C2.2
"P/Y<JZ""_6M6SUB7B?`N:?*";Fornecedor 32;Produto 426;Categoria 2;Subcategoria C2.2
"P+>`(P,$KW$=*A;-(@>V$0";Fornecedor 27;Produto 427;Categoria 2;Subcategoria C2.2
F@N5H(T(Y@F43C\\E]G3T&;Fornecedor 97;Produto 428;Categoria 2;Subcategoria C2.2
"P/QY/N$.-'7SU`I;/B;PT)";Fornecedor 32;Produto 429;Categoria 2;Subcategoria C2.2
"PQU@RLBD"",-3J5]ZC6[E='";Fornecedor 32;Produto 430;Categoria 2;Subcategoria C2.2
FZ@3'NJR=3FT'HUY=S+N*!;Fornecedor 95;Produto 431;Categoria 2;Subcategoria C2.2
F<5%W>\@6,34\((NNI`I#';Fornecedor 26;Produto 432;Categoria 2;Subcategoria C2.2
"C[`6V_FC""UXT-K>S\'\-Y%";Fornecedor 98;Produto 433;Categoria 2;Subcategoria C2.2
I4A4CT7]Z8`)K?0O?.TVA*;Fornecedor 23;Produto 434;Categoria 2;Subcategoria C2.2
I4IF[UETM^))KQC33N+FP,;Fornecedor 23;Produto 435;Categoria 2;Subcategoria C2.2
D8*@<\J/QUB,<$X+DF5G90;Fornecedor 99;Produto 436;Categoria 7;Subcategoria C7.1
"DVE!;#%6':\L^M_#N%,:(""";Fornecedor 60;Produto 437;Categoria 7;Subcategoria C7.1
"D4I]21EP;[%,S$,E9;'DM.";Fornecedor 60;Produto 438;Categoria 7;Subcategoria C7.1
A2+ZP]@C:V'KY.6ZY,<>\/;Fornecedor 100;Produto 439;Categoria 7;Subcategoria C7.1
F#K@IQ]_SYR!>[D[V1Y/0+;Fornecedor 101;Produto 440;Categoria 7;Subcategoria C7.1
"F#+Z,""F661/!>3,OA/3HP-";Fornecedor 102;Produto 441;Categoria 7;Subcategoria C7.1
"AU""]N6SBYDBU+*Z$`C1&R,";Fornecedor 101;Produto 442;Categoria 7;Subcategoria C7.1
FA6W:&DN&8LA2D$!6',I-%;Fornecedor 102;Produto 443;Categoria 7;Subcategoria C7.1
"FAN<A_=:(;\A2*D+4H6\P#";Fornecedor 102;Produto 444;Categoria 7;Subcategoria C7.1
"F_!])0:C""(9!UY_25E/XG*";Fornecedor 102;Produto 445;Categoria 7;Subcategoria C7.1
"A?!U'4N,Y)&5774L[-%;J$";Fornecedor 60;Produto 446;Categoria 7;Subcategoria C7.1
"F=]FI<L&D#9AI^X/-;SR'0";Fornecedor 103;Produto 447;Categoria 7;Subcategoria C7.1
F=%Y!>Z]6IBAI(_BR[LD(#;Fornecedor 103;Produto 448;Categoria 7;Subcategoria C7.1
F+=!,%M/YB9!4]>GD7%,^,;Fornecedor 104;Produto 449;Categoria 7;Subcategoria C7.1
A?)'@5\#LO/57IG0OM<*Y&;Fornecedor 60;Produto 450;Categoria 7;Subcategoria C7.1
F+5`U./2=]%!4[EE-VIW!.;Fornecedor 104;Produto 451;Categoria 7;Subcategoria C7.1
"C""XW,""0>`X%WTE,BYF<^I.";Fornecedor 105;Produto 452;Categoria 7;Subcategoria C7.1
"O#_;N6Y&!_UH=RG2[))<H""";Fornecedor 82;Produto 453;Categoria 7;Subcategoria C7.1
C@[S$0PX4:/7I\8#E\7H8&;Fornecedor 84;Produto 454;Categoria 7;Subcategoria C7.1
C@#&=1^O'`87I&?6*=1ZB$;Fornecedor 101;Produto 455;Categoria 7;Subcategoria C7.1
"C@;-H@8/W?""7I4`V/ZQ`X(";Fornecedor 17;Produto 456;Categoria 7;Subcategoria C7.1
GK-*F`[YI+\A^1-'2)]^G-;Fornecedor 99;Produto 457;Categoria 7;Subcategoria C7.1
C<R'$I4_71/7`RF)U00SK!;Fornecedor 99;Produto 458;Categoria 7;Subcategoria C7.1
GG\+-82)Z<RA5V'IN]=ZB+;Fornecedor 106;Produto 459;Categoria 7;Subcategoria C7.1
CD,R=X9I$)97NI(IZ9ZZ2+;Fornecedor 104;Produto 460;Categoria 7;Subcategoria C7.1
C&YBWR-:A*)WY^OA$#,M/';Fornecedor 107;Produto 461;Categoria 7;Subcategoria C7.1
"C&)VEJY.PG/WY:)9=#=.R""";Fornecedor 107;Produto 462;Categoria 7;Subcategoria C7.1
G,7A0-W\4`7JGM>KB9NIN-;Fornecedor 101;Produto 463;Categoria 7;Subcategoria C7.1
GF)?ORMFYR7*SHENJC*/8#;Fornecedor 106;Produto 464;Categoria 7;Subcategoria C7.1
C2,5AF2/E__W8P[1@5J17';Fornecedor 104;Produto 465;Categoria 7;Subcategoria C7.1
"CPWK2[X]WOB7-IUY;)Y%G$";Fornecedor 101;Produto 466;Categoria 7;Subcategoria C7.1
"M+2;S7AQWH.6!#^$*P>]D,";Fornecedor 101;Produto 467;Categoria 7;Subcategoria C7.1
M+B_C:]?=TA6!?7\BPO^],;Fornecedor 101;Produto 468;Categoria 7;Subcategoria C7.1
"M+""W""5%#2=[6!7*K4Q1!P-";Fornecedor 108;Produto 469;Categoria 7;Subcategoria C7.1
"D+DXS=);A_J@^7&2EN18(!";Fornecedor 109;Produto 470;Categoria 7;Subcategoria C7.1
"K""!<X3&%&')V+.'-2?V>2,";Fornecedor 101;Produto 471;Categoria 7;Subcategoria C7.1
"K*S\:GU4+POVY""PJ`&%2]&";Fornecedor 110;Produto 472;Categoria 7;Subcategoria C7.1
K*[.SH#,^5YVY,V]EG^#^);Fornecedor 110;Produto 473;Categoria 7;Subcategoria C7.1
KHF4BRY`Y%F6NU5#%=1=[#;Fornecedor 103;Produto 474;Categoria 7;Subcategoria C7.1
"DILT;`JY%'E_/L.+/4_LU0";Fornecedor 5;Produto 475;Categoria 1;Subcategoria C1.1
"E'""A;LDKN1NB%R2!>DNO[*";Fornecedor 10;Produto 476;Categoria 1;Subcategoria C1.1
"FW.(@""4$@X'`3_/MHMP2^+";Fornecedor 10;Produto 477;Categoria 1;Subcategoria C1.1
"DUR]R#PC1%CVGI8%(P""P_+";Fornecedor 5;Produto 478;Categoria 1;Subcategoria C1.1
"ICIYS*A;5(C,'%`B&4E?--";Fornecedor 10;Produto 479;Categoria 1;Subcategoria C1.1
"P<7+,LQDEP:=N0LRB""@AX*";Fornecedor 25;Produto 480;Categoria 1;Subcategoria C1.1
"IXAH;L))(B.*]X./-8\B+(";Fornecedor 25;Produto 481;Categoria 1;Subcategoria C1.1
"EEUXBWH7=GD""C21<YEQ.7'";Fornecedor 10;Produto 482;Categoria 1;Subcategoria C1.1
IKC*J)^N?ZY,U7[YD=@H-';Fornecedor 4;Produto 483;Categoria 1;Subcategoria C1.1
G(^Y4)/%]`%@7%[JI([V0%;Fornecedor 4;Produto 484;Categoria 1;Subcategoria C1.1
"G(&JHT\(""X,@7SG&VHCGX'";Fornecedor 4;Produto 485;Categoria 1;Subcategoria C1.1
E_W:R?[OGEWB7SC0*<F*0-;Fornecedor 5;Produto 486;Categoria 1;Subcategoria C1.1
I%N/4^.XS,CLIV4L>RY/*.;Fornecedor 4;Produto 487;Categoria 1;Subcategoria C1.1
"D.J\;""TS""H^JL:ON65@-@,";Fornecedor 4;Produto 488;Categoria 1;Subcategoria C1.1
"G49^6^AQS;&@<HD]9%DW`+";Fornecedor 4;Produto 489;Categoria 1;Subcategoria C1.1
GVE5-HM+N7#`0KDXZ9L]:';Fornecedor 4;Produto 490;Categoria 1;Subcategoria C1.1
"I]SM;T!K2L_L[3_RCJ"",N%";Fornecedor 4;Produto 491;Categoria 1;Subcategoria C1.1
I%6()OT8$MYLI<TV<3$CM,;Fornecedor 4;Produto 492;Categoria 1;Subcategoria C1.1
"D*A0;;8Z%?^J5DAH&!H""-!";Fornecedor 5;Produto 493;Categoria 1;Subcategoria C1.1
C*D<KA&1,\%`FI6]Z/9VU,;Fornecedor 5;Produto 494;Categoria 1;Subcategoria C1.1
